skill_name,category,category_detail,category_source,match_type,broad_bucket
advantos systems datatrust enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
allied financial software act4advisors,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
arcsight enterprise threat and risk management,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
army food management information system,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
atx total accounting office,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
atx total tax office,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
automated billing software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
automated financial software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
automatic data processing pc payroll for windows pcpw,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
billing and invoicing software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,exact,Enterprise & operations
billing and reimbursement software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
billing software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
blackbaud etapestry,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
blackbaud the raiser's edge,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
bls software invoice!,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
bowen & groves m1 erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
budgeting software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
cadence incisive enterprise simulator,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
call accounting software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,fuzzy,Enterprise & operations
cargowise edienterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
caterpro,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
ceridian dayforce enterprise hcm,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
cgi-ams bureaulink enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
claritas consumerpoint,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
client billing software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
command interpreters,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
commercial driver's license information system cdlis,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
compeat restaurant accounting systems,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
computerease construction accounting software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
conest t&m billing manager,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
corporate information factory cif,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
cost accounting software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
creative solutions ultratax cs,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
customer information control system cics,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
darwin information typing architecture dita,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
deacom erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
dealmaven preslink for powerpoint and word,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
deltek costpoint,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
dinerware intuitive restaurant,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
ellucian banner erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
emrlogic systems enterprise visions,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
energy auditing software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
enterprise backup systems,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
enterprise javabeans,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
enterprise resource planning erp software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,exact,Enterprise & operations
enterprise resource planning erp system,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,exact,Enterprise & operations
enterprise systems rfid data management,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
epicor vantage erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
erp software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
ez-zone optizone enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
fifth walk billingtracker,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
financial accounting software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
financial analysis software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,exact,Enterprise & operations
financial compliance software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
financial industry computer systems loan accountant,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
financial needs analysis software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,fuzzy,Enterprise & operations
financial planning presentation software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
financial planning software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
financial report generation software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
fiserv financial services software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
